"Records","410","435","460","485","510","535","560","585","610","645","680","705","730","760","810","860","900","940","Capacitity Moist","Temp","Moist","EC (u/10 gram)","Ph","Nitro (mg/10 g)","Posh Nitro (mg/10 g)","Pota Nitro (mg/10 g)"
"23_50ml-5","704","138.74","343.69","88.65","158.08","153.67","20.52","24.54","154.88","36.54","93.75","7.15","18.61","17.71","40.98","134.77","12.67","6.2","2379","37.6","26.8","2.19","7.39","0.16","0.22","0.56"
"23_50ml-6","703.23","138.74","343.69","87.8","158.08","152.27","20.97","24.95","153.72","36.54","92.76","7.15","18.61","17.71","40.98","133.67","12.67","6.2","2387","37.6","26.6","2.19","7.13","0.16","0.22","0.56"
"23_50ml-7","703.23","138.74","343.69","87.8","158.08","152.27","20.52","24.54","153.72","36.54","92.76","7.15","18.61","17.71","40.98","134.77","12.67","6.2","2380","37.6","26.6","2.2","7.13","0.16","0.22","0.57"
"23_50ml-8","703.23","138.74","342.78","95.4","158.08","166.31","22.34","26.59","167.59","36.54","92.76","7.51","20.22","19.32","40.98","142.51","12.67","6.2","2373","37.6","26.6","2.2","7.13","0.16","0.22","0.57"
"23_50ml-9","702.46","138.74","342.78","87.8","158.08","152.27","20.97","24.95","153.72","36.54","92.76","7.15","18.61","17.71","40.13","132.57","12.67","6.2","2394","37.6","26.6","2.21","7.13","0.16","0.22","0.57"
"27_50ml-1","687.85","133.96","335.53","87.8","157.33","152.97","21.43","24.95","112.11","35.41","65.83","7.15","14.56","15.3","28.17","78.43","11.52","6.2","2332","34.1","26.7","2.07","7.7","0.16","0.21","0.54"
"27_50ml-10","684.77","133.96","333.71","86.96","156.58","152.97","21.89","25.36","110.96","35.78","65.83","7.15","14.56","15.3","28.17","77.33","11.52","6.2","2380","34.1","26.6","2.16","7","0.16","0.22","0.56"
"27_50ml-2","687.08","133.96","335.53","89.49","157.33","157.89","22.34","25.77","114.42","35.41","70.81","7.15","14.56","15.3","28.17","79.54","11.52","6.2","2335","34.1","26.7","2.07","7.7","0.16","0.21","0.54"
"27_50ml-3","686.31","133.96","335.53","89.49","156.58","157.89","22.34","25.77","115.58","35.78","70.81","7.51","14.56","15.3","28.17","79.54","11.52","6.2","2330","34.1","26.6","2.1","7.21","0.16","0.22","0.55"
"27_50ml-4","686.31","133.96","335.53","89.49","156.58","157.89","22.34","25.77","114.42","35.78","69.82","7.51","14.56","15.3","28.17","79.54","11.52","6.2","2364","34.1","26.6","2.12","7.21","0.16","0.22","0.55"
"27_50ml-5","685.54","133.96","335.53","90.34","156.58","155.78","22.34","25.77","113.27","35.78","70.81","7.51","14.56","15.3","28.17","79.54","11.52","6.2","2332","34.1","26.6","2.12","7.21","0.16","0.22","0.55"
"27_50ml-6","685.54","133.96","334.62","89.49","156.58","157.89","22.34","25.77","114.42","35.78","70.81","7.51","15.37","15.3","28.17","79.54","11.52","6.2","2354","34.1","26.6","2.13","7.06","0.16","0.22","0.55"
"27_50ml-7","685.54","133.96","334.62","87.8","156.58","153.67","21.89","25.36","112.11","35.78","65.83","7.15","14.56","15.3","28.17","78.43","11.52","6.2","2335","34.1","26.6","2.14","7.06","0.16","0.22","0.56"
"27_50ml-8","685.54","133.96","334.62","90.34","156.58","155.78","22.34","25.77","113.27","35.78","70.81","7.51","14.56","15.3","28.17","83.96","11.52","6.2","2327","34.1","26.6","2.15","7.06","0.16","0.22","0.56"
"27_50ml-9","684.77","133.96","334.62","88.65","156.58","156.48","22.34","25.77","114.42","35.78","70.81","7.15","14.56","15.3","28.17","79.54","11.52","6.2","2342","34.1","26.6","2.15","7.06","0.16","0.22","0.56"
"29_50ml-1","697.08","143.53","356.38","84.43","160.33","138.24","20.97","24.95","99.4","36.54","69.82","6.8","12.94","12.88","27.32","78.43","12.1","6.2","2315","38.5","32.1","2.5","7.61","0.18","0.24","0.62"
"29_50ml-10","689.38","138.74","346.41","87.8","155.83","148.06","22.8","26.59","106.33","36.16","68.82","7.15","13.75","13.69","27.32","82.85","12.1","6.2","2308","38.6","32.1","2.53","7.1","0.18","0.25","0.62"
"29_50ml-2","694","144.48","359.1","91.18","160.33","151.57","22.8","27","107.49","36.16","69.82","7.51","13.75","13.69","27.32","88.38","12.1","6.2","2323","38.6","32.2","2.51","7.61","0.18","0.24","0.62"
"29_50ml-3","690.92","142.57","357.29","86.96","159.58","146.66","21.89","25.77","105.18","36.16","63.83","7.15","12.94","13.69","27.32","81.75","12.1","6.2","2310","38.5","32.2","2.51","7.61","0.18","0.24","0.62"
"29_50ml-4","690.92","142.57","357.29","89.49","158.83","150.17","22.34","26.59","107.49","36.16","69.82","7.15","13.75","13.69","27.32","82.85","12.1","6.2","2304","38.6","32.2","2.51","7.22","0.18","0.24","0.62"
"29_50ml-5","690.92","141.61","354.57","83.58","158.08","138.94","20.97","24.54","99.4","36.54","68.82","6.8","12.94","12.88","27.32","78.43","12.1","6.2","2311","38.6","32.2","2.52","7.22","0.18","0.24","0.62"
"29_50ml-6","689.38","141.61","353.66","86.96","158.08","145.25","21.89","25.77","104.02","36.54","63.83","7.15","12.94","13.69","27.32","80.64","12.1","6.2","2304","38.6","32.2","2.52","7.22","0.18","0.24","0.62"
"29_50ml-7","690.15","141.61","353.66","89.49","158.08","150.87","22.8","26.59","108.64","36.16","68.82","7.15","13.75","13.69","27.32","83.96","12.1","6.2","2298","38.6","32.1","2.52","7.22","0.18","0.24","0.62"
"29_50ml-8","690.15","139.7","349.13","87.8","156.58","147.36","22.34","26.59","106.33","36.54","69.82","7.15","13.75","13.69","27.32","81.75","12.1","6.2","2304","38.6","32.1","2.53","7.1","0.18","0.24","0.62"
"29_50ml-9","688.61","139.7","347.31","87.8","155.83","147.36","22.34","26.18","105.18","36.16","68.82","7.15","13.75","13.69","27.32","82.85","12.1","6.2","2300","38.6","32.1","2.53","7.1","0.18","0.25","0.62"
"4_50ml-1","685.54","132.04","328.27","88.65","155.08","155.78","22.8","27","106.33","36.91","67.82","7.15","13.75","14.49","26.47","77.33","11.52","6.2","2312","35.8","21.4","2","7.1","0.15","0.21","0.53"
"4_50ml-10","678.61","131.09","328.27","87.8","154.33","154.38","22.34","26.18","105.18","36.16","66.82","7.15","13.75","14.49","26.47","76.22","11.52","6.2","2254","35.9","21.2","2","6.96","0.15","0.21","0.53"
"4_50ml-2","684","132.04","328.27","84.43","155.08","143.85","20.97","24.95","98.24","36.54","67.82","6.8","12.94","13.69","26.47","71.81","11.52","6.2","2333","35.9","21.1","2","7.1","0.15","0.21","0.53"
"4_50ml-3","683.23","131.09","328.27","82.74","155.08","141.75","20.97","24.54","97.09","36.54","62.83","6.8","12.94","13.69","26.47","75.12","11.52","6.2","2326","35.9","21.2","2","7.01","0.15","0.21","0.53"
"4_50ml-4","681.69","131.09","329.18","88.65","155.08","155.08","22.8","26.59","106.33","36.54","67.82","7.15","14.56","15.3","26.47","77.33","11.52","6.2","2394","35.9","21.2","2","7.01","0.15","0.21","0.53"
"4_50ml-5","680.92","131.09","328.27","86.96","155.08","151.57","21.89","25.77","102.87","36.54","62.83","7.15","13.75","14.49","26.47","75.12","11.52","6.2","2327","35.9","21.2","2","7.01","0.15","0.21","0.53"
"4_50ml-6","680.15","132.04","328.27","88.65","155.08","156.48","22.8","26.59","105.18","36.54","67.82","7.15","14.56","14.49","26.47","77.33","11.52","6.2","2337","35.9","21.2","2","7.01","0.15","0.21","0.53"
"4_50ml-7","679.38","131.09","328.27","86.96","154.33","152.27","21.89","25.77","104.02","36.54","62.83","7.15","13.75","14.49","26.47","76.22","11.52","6.2","2322","35.9","21.2","2","6.96","0.15","0.21","0.53"
"4_50ml-8","679.38","131.09","328.27","86.11","154.33","152.27","21.89","25.77","104.02","36.54","62.83","7.15","13.75","14.49","26.47","75.12","11.52","6.2","2328","35.9","21.3","2","6.96","0.15","0.21","0.53"
"4_50ml-9","678.61","131.09","328.27","89.49","154.33","158.59","22.8","26.59","107.49","36.54","67.82","7.15","14.56","15.3","26.47","77.33","11.52","6.2","2330","35.9","21.2","2","6.96","0.15","0.21","0.53"
"45_50ml-1","713.24","145.44","360.92","82.74","165.57","145.25","22.8","25.36","102.87","35.78","75.8","7.15","13.75","13.69","28.17","79.54","12.1","5.31","2361","37.8","26.1","3.13","7.81","0.21","0.29","0.72"
"45_50ml-10","708.62","144.48","359.1","90.34","164.82","156.48","24.62","27.41","110.96","35.78","75.8","7.51","14.56","14.49","28.17","85.06","12.1","6.2","2358","37.9","25.8","3.22","7.73","0.21","0.29","0.74"
"45_50ml-2","711.7","145.44","360.92","87.8","164.82","154.38","24.17","27","109.8","35.78","69.82","7.51","14.56","14.49","28.17","82.85","12.1","6.2","2346","37.9","26.1","3.21","7.81","0.21","0.29","0.74"
"45_50ml-3","711.7","145.44","360.92","89.49","164.82","158.59","24.62","27.41","112.11","35.78","75.8","7.51","14.56","14.49","28.17","85.06","12.1","6.2","2359","37.9","26","3.21","7.81","0.21","0.29","0.74"
"45_50ml-4","710.93","145.44","360.92","87.8","164.82","154.38","24.17","26.59","109.8","35.78","69.82","7.51","14.56","14.49","28.17","82.85","12.1","6.2","2400","37.8","25.7","3.2","7.71","0.21","0.29","0.73"
"45_50ml-5","711.7","145.44","360.92","89.49","164.82","158.59","24.62","27.41","113.27","35.78","74.8","7.51","14.56","14.49","28.17","85.06","12.1","6.2","2337","37.9","25.7","3.21","7.71","0.21","0.29","0.74"
"45_50ml-6","710.93","145.44","360.01","87.8","164.82","154.38","24.17","27","109.8","35.78","69.82","7.51","14.56","14.49","28.17","82.85","12.1","6.2","2401","37.8","25.8","3.21","7.71","0.21","0.29","0.74"
"45_50ml-7","710.16","144.48","359.1","87.8","164.82","154.38","24.17","27","109.8","35.78","69.82","7.51","14.56","14.49","28.17","82.85","12.1","6.2","2394","37.9","25.8","3.22","7.71","0.21","0.29","0.74"
"45_50ml-8","710.93","144.48","359.1","89.49","164.82","158.59","24.62","27.41","112.11","35.78","75.8","7.51","14.56","14.49","28.17","85.06","12.1","6.2","2343","37.8","25.7","3.22","7.73","0.21","0.29","0.74"
"45_50ml-9","709.39","144.48","359.1","87.8","164.82","154.38","24.17","26.59","109.8","35.78","69.82","7.51","14.56","14.49","28.17","82.85","12.1","6.2","2353","37.8","25.8","3.23","7.73","0.21","0.29","0.74"
"49_50ml-1","716.31","139.7","338.25","97.09","160.33","161.39","24.17","27.82","113.27","35.03","62.83","7.87","14.56","14.49","25.61","77.33","12.1","6.2","2317","36.3","27.8","2.03","7.44","0.15","0.21","0.54"
"49_50ml-10","706.31","137.79","335.53","90.34","158.83","149.46","22.8","25.77","105.18","35.03","62.83","7.51","13.75","13.69","25.61","71.81","12.1","6.2","2327","36.3","25.5","2.04","8.02","0.15","0.21","0.54"
"49_50ml-2","713.24","138.74","337.34","92.02","160.33","150.87","22.8","26.18","106.33","35.03","62.83","7.51","13.75","13.69","25.61","77.33","12.1","6.2","2335","36.4","25.5","2.02","7.01","0.15","0.21","0.53"
"49_50ml-3","712.47","138.74","337.34","87.8","159.58","145.96","21.89","24.95","102.87","35.03","57.85","7.15","12.94","12.88","25.61","70.7","12.1","6.2","2327","36.3","25.5","2.02","7.01","0.15","0.21","0.53"
"49_50ml-4","710.93","138.74","336.43","84.43","159.58","138.94","20.97","24.14","97.09","35.03","62.83","6.8","12.94","12.08","25.61","68.49","12.1","6.2","2336","36.4","25.6","2.02","7.01","0.15","0.21","0.54"
"49_50ml-5","709.39","138.74","336.43","97.09","159.58","161.39","24.17","27.82","113.27","35.03","62.83","7.87","14.56","14.49","25.61","77.33","12.1","6.2","2322","36.3","25.6","2.03","7.01","0.15","0.21","0.54"
"49_50ml-6","708.62","138.74","335.53","90.34","158.83","149.46","22.8","25.77","105.18","35.03","62.83","7.51","13.75","13.69","25.61","72.91","12.1","6.2","2323","36.4","25.6","2.03","7.06","0.15","0.21","0.54"
"49_50ml-7","707.85","137.79","335.53","87.8","158.83","144.55","21.89","24.95","101.71","35.03","57.85","7.15","12.94","12.88","24.76","70.7","12.1","6.2","2329","36.4","25.5","2.03","7.06","0.15","0.21","0.54"
"49_50ml-8","707.08","137.79","335.53","89.49","158.83","148.06","22.34","25.77","104.02","35.03","62.83","7.51","13.75","12.88","25.61","71.81","12.1","6.2","2313","36.4","25.5","2.03","7.06","0.15","0.21","0.54"
"49_50ml-9","706.31","137.79","335.53","96.25","158.83","159.99","24.17","27.41","112.11","35.03","63.83","7.87","14.56","14.49","24.76","76.22","12.1","6.2","2349","36.4","25.5","2.04","7.06","0.15","0.21","0.54"
"52_50ml-1","674.77","131.09","322.83","84.43","146.84","142.45","21.43","24.54","95.93","33.15","58.84","7.15","12.13","12.88","23.9","60.76","11.52","6.2","2371","38.4","32.2","2.51","7.68","0.18","0.24","0.62"
"52_50ml-10","669.38","130.13","321.02","85.27","146.84","143.85","21.89","24.54","97.09","33.15","57.85","7.15","12.94","12.88","23.9","60.76","11.52","6.2","2365","38.4","32.1","2.57","6.96","0.18","0.25","0.63"
"52_50ml-2","673.23","131.09","322.83","85.27","146.84","143.85","21.43","24.54","97.09","33.15","59.84","7.15","12.13","12.88","23.9","61.86","11.52","6.2","2368","38.4","32.5","2.53","7.68","0.18","0.24","0.62"
"52_50ml-3","672.46","131.09","322.83","83.58","146.84","140.34","20.97","24.14","94.78","33.15","53.86","6.8","12.13","12.88","23.05","59.65","11.52","6.2","2371","38.4","32.5","2.53","7.12","0.18","0.25","0.62"
"52_50ml-4","671.69","131.09","322.83","82.74","146.84","139.64","20.97","24.14","94.78","33.15","53.86","6.8","12.13","12.88","23.9","59.65","11.52","6.2","2369","38.4","32.5","2.54","7.12","0.18","0.25","0.62"
"52_50ml-5","670.92","131.09","321.92","85.27","146.84","145.25","21.89","24.95","97.09","33.15","58.84","7.15","12.94","12.88","23.9","61.86","11.52","6.2","2360","38.4","32.3","2.54","7.12","0.18","0.25","0.62"
"52_50ml-6","670.15","130.13","321.92","85.27","146.84","143.85","21.89","24.54","97.09","33.15","58.84","7.15","12.13","12.88","23.05","61.86","11.52","6.2","2375","38.4","32.3","2.55","7.12","0.18","0.25","0.63"
"52_50ml-7","670.15","130.13","321.92","83.58","146.84","140.34","20.97","24.14","94.78","33.15","53.86","6.8","12.13","12.88","23.05","59.65","11.52","6.2","2362","38.4","32.3","2.55","6.96","0.18","0.25","0.63"
"52_50ml-8","669.38","130.13","321.92","80.21","146.84","131.92","20.06","22.91","89","33.15","58.84","6.8","11.33","12.08","23.05","57.44","11.52","5.31","2356","38.4","32.3","2.55","6.96","0.18","0.25","0.63"
"52_50ml-9","669.38","130.13","321.92","91.18","146.84","155.78","23.25","26.59","105.18","33.15","58.84","7.51","13.75","13.69","23.05","65.18","11.52","6.2","2369","38.4","32.2","2.56","6.96","0.18","0.25","0.63"
"6_50ml-1","742.47","154.05","389.03","98.78","189.55","175.43","30.55","35.59","160.66","51.98","101.73","9.66","20.22","19.32","40.98","139.19","15.55","7.08","2632","34.5","0","0","7.72","0","0","0"
"6_50ml-10","740.93","154.05","389.03","101.31","188.8","180.34","31.01","36.41","164.12","51.98","107.72","10.02","20.22","20.13","40.98","141.4","15.55","7.08","2635","34.6","0","0","7.77","0","0","0"
"6_50ml-2","742.47","154.05","389.03","100.47","188.8","178.94","31.46","36.82","164.12","51.98","107.72","10.02","20.22","19.32","40.98","140.3","15.55","7.08","2637","34.5","0","0","7.72","0","0","0"
"6_50ml-3","740.93","154.05","389.03","94.56","188.8","164.9","29.18","33.95","150.25","51.98","107.72","9.3","18.61","17.71","40.98","131.46","15.55","6.2","2633","34.5","0","0","7.72","0","0","0"
"6_50ml-4","741.7","154.05","389.03","101.31","188.8","180.34","31.01","36.41","164.12","51.98","107.72","10.02","20.22","20.13","40.98","141.4","15.55","7.08","2636","34.6","0","0","7.75","0","0","0"
"6_50ml-5","741.7","154.05","389.03","91.18","188.8","161.39","27.81","32.73","147.94","51.98","101.73","8.94","18.61","17.71","40.98","129.25","15.55","6.2","2624","34.6","0","0","7.75","0","0","0"
"6_50ml-6","741.7","154.05","388.12","101.31","188.8","180.34","31.01","36.82","165.28","51.98","107.72","10.02","20.22","20.13","40.98","141.4","15.55","7.08","2617","34.6","0","0","7.75","0","0","0"
"6_50ml-7","741.7","154.05","389.03","101.31","188.8","180.34","31.01","36.41","164.12","51.98","107.72","10.02","20.22","20.13","40.98","141.4","15.55","7.08","2577","34.6","0","0","7.75","0","0","0"
"6_50ml-8","741.7","154.05","389.03","98.78","188.8","175.43","30.55","35.59","160.66","51.98","101.73","9.66","20.22","19.32","40.98","136.98","15.55","7.08","2651","34.6","0","0","7.77","0","0","0"
"6_50ml-9","741.7","154.05","389.03","98.78","188.8","175.43","30.55","35.59","160.66","51.98","101.73","9.66","20.22","19.32","40.98","138.09","15.55","7.08","2631","34.6","0","0","7.77","0","0","0"
"60_50ml-1","759.4","156.92","388.12","99.62","185.8","172.62","31.46","35.18","150.25","46.71","94.75","9.66","16.99","16.1","35","111.58","14.4","6.2","2351","37.8","29","3.55","7.28","0.23","0.32","0.8"
"60_50ml-10","757.86","156.92","386.31","92.02","185.05","157.18","28.73","32.73","137.54","46.33","93.75","8.94","16.18","15.3","35","104.95","14.4","6.2","2347","37.8","27.3","3.65","7.14","0.24","0.32","0.81"
"60_50ml-2","758.63","156.92","387.22","97.93","185.8","169.11","31.01","34.77","147.94","46.33","94.75","9.66","16.99","16.1","34.15","111.58","14.4","6.2","2352","37.8","27.7","3.65","7.28","0.24","0.32","0.81"
"60_50ml-3","758.63","156.92","387.22","101.31","185.05","171.92","31.46","35.59","150.25","46.33","93.75","9.66","16.99","16.1","34.15","118.2","14.4","7.08","2349","37.8","27.7","3.64","7.28","0.23","0.32","0.81"
"60_50ml-4","757.86","156.92","386.31","97.93","185.05","169.11","31.01","35.18","147.94","46.33","94.75","9.66","16.99","16.1","34.15","111.58","14.4","6.2","2353","37.8","27.7","3.65","7.28","0.24","0.32","0.81"
"60_50ml-5","757.86","156.92","386.31","97.93","185.05","168.41","31.01","34.77","146.79","46.33","94.75","9.66","16.99","16.1","34.15","110.47","14.4","6.2","2347","37.8","27.6","3.65","7.19","0.24","0.32","0.81"
"60_50ml-6","757.86","156.92","386.31","92.87","185.05","158.59","29.18","32.73","138.7","46.33","94.75","8.94","16.18","15.3","34.15","106.05","14.4","6.2","2329","37.8","27.4","3.54","7.19","0.23","0.31","0.79"
"60_50ml-7","757.86","156.92","386.31","106.38","185.05","183.85","33.29","37.63","160.66","46.33","94.75","10.02","18.61","17.71","34.15","119.31","14.4","7.08","2347","37.8","27.4","3.62","7.19","0.23","0.32","0.81"
"60_50ml-8","757.86","156.92","386.31","106.38","185.05","183.85","33.74","37.63","160.66","48.59","94.75","10.37","18.61","17.71","34.15","119.31","14.4","7.08","2352","37.8","27.5","3.67","7.19","0.24","0.32","0.82"
"60_50ml-9","757.09","155.97","385.4","98.78","185.05","169.81","31.01","34.77","147.94","46.33","93.75","9.66","16.99","16.1","34.15","111.58","14.4","6.2","2347","37.8","27.3","3.65","7.14","0.24","0.32","0.81"
"63_50ml-1","734.01","147.35","366.36","89.49","173.06","158.59","36.02","45.41","166.43","59.14","72.81","9.3","17.8","15.3","35.86","91.69","16.13","6.2","2345","38.3","27.7","2.33","7.64","0.17","0.23","0.59"
"63_50ml-10","730.16","147.35","365.45","89.49","171.57","158.59","35.57","45.41","166.43","59.89","73.81","9.3","17.8","15.3","35.86","92.8","16.13","6.2","2310","38.3","27.3","2.34","7.97","0.17","0.23","0.59"
"63_50ml-2","732.47","147.35","366.36","98.78","173.06","176.83","40.13","50.72","184.93","59.51","78.79","10.37","19.42","16.91","35.86","100.53","16.13","7.08","2343","38.3","27.6","2.34","7","0.17","0.23","0.59"
"63_50ml-3","731.7","147.35","366.36","97.93","172.32","175.43","39.67","50.32","183.77","59.89","78.79","10.02","19.42","16.91","35","100.53","16.13","7.08","2335","38.3","27.6","2.34","7","0.17","0.23","0.59"
